"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Sat Feb 08 20:36:49 GMT 2025","passed","Sat Feb 08 20:36:49 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","1","orderMethodsNoDepTest","Surefire suite","Sat Feb 08 20:36:49 GMT 2025","passed","Sat Feb 08 20:36:49 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","2","orderMethodsTest","Surefire suite","Sat Feb 08 20:36:49 GMT 2025","passed","Sat Feb 08 20:36:49 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","583","testVerifyTitleSearchBoxLink2","Surefire suite","Sat Feb 08 20:36:56 GMT 2025","failed","Sat Feb 08 20:36:57 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","0","orderMethodsForkUpDepTest","Surefire suite","Sat Feb 08 20:36:49 GMT 2025","passed","Sat Feb 08 20:36:49 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","579","testVerifyTitleSearchBoxLink","Surefire suite","Sat Feb 08 20:36:54 GMT 2025","passed","Sat Feb 08 20:36:55 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","22","orderMethodsCycleDepTest","Surefire suite","Sat Feb 08 20:36:48 GMT 2025","passed","Sat Feb 08 20:36:48 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","3","orderMethodsForkDownDepTest","Surefire suite","Sat Feb 08 20:36:49 GMT 2025","passed","Sat Feb 08 20:36:49 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","1","orderMethodsOneGroupDepTest","Surefire suite","Sat Feb 08 20:36:49 GMT 2025","passed","Sat Feb 08 20:36:49 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
