"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1867","testVerifyTitleSearchBoxLink","Surefire suite","Wed Jan 15 13:15:44 GMT 2025","passed","Wed Jan 15 13:15:46 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","340","testVerifyTitleSearchBoxLink2","Surefire suite","Wed Jan 15 13:15:48 GMT 2025","passed","Wed Jan 15 13:15:48 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","30","orderMethodsCycleDepTest","Surefire suite","Wed Jan 15 13:15:32 GMT 2025","passed","Wed Jan 15 13:15:32 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","1","orderMethodsNoDepTest","Surefire suite","Wed Jan 15 13:15:32 GMT 2025","passed","Wed Jan 15 13:15:32 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","5","orderMethodsForkUpDepTest","Surefire suite","Wed Jan 15 13:15:32 GMT 2025","passed","Wed Jan 15 13:15:32 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","1","orderMethodsTest","Surefire suite","Wed Jan 15 13:15:32 GMT 2025","passed","Wed Jan 15 13:15:32 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","6","orderMethodsForkDownDepTest","Surefire suite","Wed Jan 15 13:15:32 GMT 2025","passed","Wed Jan 15 13:15:32 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","5","orderMethodsOneGroupDepTest","Surefire suite","Wed Jan 15 13:15:32 GMT 2025","passed","Wed Jan 15 13:15:32 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Wed Jan 15 13:15:32 GMT 2025","passed","Wed Jan 15 13:15:32 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
