"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","orderMethodsCycleDepTest","Surefire suite","Wed Jan 15 12:10:16 GMT 2025","passed","Wed Jan 15 12:10:16 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","472","testVerifyTitleSearchBoxLink","Surefire suite","Wed Jan 15 12:10:23 GMT 2025","passed","Wed Jan 15 12:10:24 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Wed Jan 15 12:10:16 GMT 2025","passed","Wed Jan 15 12:10:16 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","1","orderMethodsForkDownDepTest","Surefire suite","Wed Jan 15 12:10:16 GMT 2025","passed","Wed Jan 15 12:10:16 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","1","orderMethodsForkUpDepTest","Surefire suite","Wed Jan 15 12:10:16 GMT 2025","passed","Wed Jan 15 12:10:16 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","1","orderMethodsTest","Surefire suite","Wed Jan 15 12:10:16 GMT 2025","passed","Wed Jan 15 12:10:16 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","1","orderMethodsNoDepTest","Surefire suite","Wed Jan 15 12:10:16 GMT 2025","passed","Wed Jan 15 12:10:16 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","332","testVerifyTitleSearchBoxLink2","Surefire suite","Wed Jan 15 12:10:26 GMT 2025","passed","Wed Jan 15 12:10:26 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","1","orderMethodsOneGroupDepTest","Surefire suite","Wed Jan 15 12:10:16 GMT 2025","passed","Wed Jan 15 12:10:16 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
