"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","orderMethodsForkDownDepTest","Surefire suite","Sat Feb 08 16:52:22 GMT 2025","passed","Sat Feb 08 16:52:22 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Sat Feb 08 16:52:22 GMT 2025","passed","Sat Feb 08 16:52:22 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","1","orderMethodsForkUpDepTest","Surefire suite","Sat Feb 08 16:52:22 GMT 2025","passed","Sat Feb 08 16:52:22 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","648","testVerifyTitleSearchBoxLink2","Surefire suite","Sat Feb 08 16:52:51 GMT 2025","passed","Sat Feb 08 16:52:51 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","37","orderMethodsCycleDepTest","Surefire suite","Sat Feb 08 16:52:22 GMT 2025","passed","Sat Feb 08 16:52:22 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","3","orderMethodsTest","Surefire suite","Sat Feb 08 16:52:22 GMT 2025","passed","Sat Feb 08 16:52:22 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","1112","testVerifyTitleSearchBoxLink","Surefire suite","Sat Feb 08 16:52:48 GMT 2025","passed","Sat Feb 08 16:52:49 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","1","orderMethodsOneGroupDepTest","Surefire suite","Sat Feb 08 16:52:22 GMT 2025","passed","Sat Feb 08 16:52:22 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","1","orderMethodsNoDepTest","Surefire suite","Sat Feb 08 16:52:22 GMT 2025","passed","Sat Feb 08 16:52:22 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
