"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Sat Feb 08 17:56:24 GMT 2025","passed","Sat Feb 08 17:56:24 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","1","orderMethodsOneGroupDepTest","Surefire suite","Sat Feb 08 17:56:24 GMT 2025","passed","Sat Feb 08 17:56:24 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","1","orderMethodsForkUpDepTest","Surefire suite","Sat Feb 08 17:56:24 GMT 2025","passed","Sat Feb 08 17:56:24 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","605","testVerifyTitleSearchBoxLink2","Surefire suite","Sat Feb 08 17:56:52 GMT 2025","passed","Sat Feb 08 17:56:52 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","1","orderMethodsTest","Surefire suite","Sat Feb 08 17:56:24 GMT 2025","passed","Sat Feb 08 17:56:24 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","1","orderMethodsNoDepTest","Surefire suite","Sat Feb 08 17:56:24 GMT 2025","passed","Sat Feb 08 17:56:24 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","2107","testVerifyTitleSearchBoxLink","Surefire suite","Sat Feb 08 17:56:48 GMT 2025","passed","Sat Feb 08 17:56:50 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","1","orderMethodsForkDownDepTest","Surefire suite","Sat Feb 08 17:56:24 GMT 2025","passed","Sat Feb 08 17:56:24 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","17","orderMethodsCycleDepTest","Surefire suite","Sat Feb 08 17:56:24 GMT 2025","passed","Sat Feb 08 17:56:24 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
