"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","orderMethodsOneGroupDepTest","Surefire suite","Fri Feb 14 22:15:54 GMT 2025","passed","Fri Feb 14 22:15:54 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","1","orderMethodsNoDepTest","Surefire suite","Fri Feb 14 22:15:54 GMT 2025","passed","Fri Feb 14 22:15:54 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","15","orderMethodsCycleDepTest","Surefire suite","Fri Feb 14 22:15:54 GMT 2025","passed","Fri Feb 14 22:15:54 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","3","orderMethodsForkDownDepTest","Surefire suite","Fri Feb 14 22:15:54 GMT 2025","passed","Fri Feb 14 22:15:54 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","0","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Fri Feb 14 22:15:54 GMT 2025","passed","Fri Feb 14 22:15:54 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","1","orderMethodsTest","Surefire suite","Fri Feb 14 22:15:54 GMT 2025","passed","Fri Feb 14 22:15:54 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","633","testVerifyTitleSearchBoxLink2","Surefire suite","Fri Feb 14 22:16:04 GMT 2025","passed","Fri Feb 14 22:16:04 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","910","testVerifyTitleSearchBoxLink","Surefire suite","Fri Feb 14 22:16:01 GMT 2025","passed","Fri Feb 14 22:16:02 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","1","orderMethodsForkUpDepTest","Surefire suite","Fri Feb 14 22:15:54 GMT 2025","passed","Fri Feb 14 22:15:54 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
