"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","orderMethodsForkUpDepTest","Surefire suite","Sat Feb 08 18:31:02 GMT 2025","passed","Sat Feb 08 18:31:02 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","2","orderMethodsOneGroupDepTest","Surefire suite","Sat Feb 08 18:31:02 GMT 2025","passed","Sat Feb 08 18:31:02 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","1","orderMethodsTest","Surefire suite","Sat Feb 08 18:31:02 GMT 2025","passed","Sat Feb 08 18:31:02 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","792","testVerifyTitleSearchBoxLink","Surefire suite","Sat Feb 08 18:31:16 GMT 2025","passed","Sat Feb 08 18:31:16 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","28","orderMethodsCycleDepTest","Surefire suite","Sat Feb 08 18:31:02 GMT 2025","passed","Sat Feb 08 18:31:02 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","4","orderMethodsNoDepTest","Surefire suite","Sat Feb 08 18:31:02 GMT 2025","passed","Sat Feb 08 18:31:02 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","5","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Sat Feb 08 18:31:02 GMT 2025","passed","Sat Feb 08 18:31:02 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","1","orderMethodsForkDownDepTest","Surefire suite","Sat Feb 08 18:31:02 GMT 2025","passed","Sat Feb 08 18:31:02 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","347","testVerifyTitleSearchBoxLink2","Surefire suite","Sat Feb 08 18:31:18 GMT 2025","passed","Sat Feb 08 18:31:19 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
