"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Sat Feb 08 21:22:03 GMT 2025","passed","Sat Feb 08 21:22:03 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","725","testVerifyTitleSearchBoxLink2","Surefire suite","Sat Feb 08 21:22:12 GMT 2025","failed","Sat Feb 08 21:22:13 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","17","orderMethodsCycleDepTest","Surefire suite","Sat Feb 08 21:22:03 GMT 2025","passed","Sat Feb 08 21:22:03 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","1080","testVerifyTitleSearchBoxLink","Surefire suite","Sat Feb 08 21:22:09 GMT 2025","passed","Sat Feb 08 21:22:10 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","1","orderMethodsTest","Surefire suite","Sat Feb 08 21:22:03 GMT 2025","passed","Sat Feb 08 21:22:03 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","0","orderMethodsNoDepTest","Surefire suite","Sat Feb 08 21:22:03 GMT 2025","passed","Sat Feb 08 21:22:03 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","0","orderMethodsForkUpDepTest","Surefire suite","Sat Feb 08 21:22:03 GMT 2025","passed","Sat Feb 08 21:22:03 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","0","orderMethodsOneGroupDepTest","Surefire suite","Sat Feb 08 21:22:03 GMT 2025","passed","Sat Feb 08 21:22:03 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","1","orderMethodsForkDownDepTest","Surefire suite","Sat Feb 08 21:22:03 GMT 2025","passed","Sat Feb 08 21:22:03 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
