"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","orderMethodsForkDownDepTest","Surefire suite","Sun Feb 09 10:34:30 GMT 2025","passed","Sun Feb 09 10:34:30 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","1","orderMethodsNoDepTest","Surefire suite","Sun Feb 09 10:34:30 GMT 2025","passed","Sun Feb 09 10:34:30 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsNoDepTest"
"","554","testVerifyTitleSearchBoxLink2","Surefire suite","Sun Feb 09 10:34:38 GMT 2025","failed","Sun Feb 09 10:34:38 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink2"
"","1","orderMethodsTest","Surefire suite","Sun Feb 09 10:34:30 GMT 2025","passed","Sun Feb 09 10:34:30 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","752","testVerifyTitleSearchBoxLink","Surefire suite","Sun Feb 09 10:34:35 GMT 2025","passed","Sun Feb 09 10:34:36 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testVerifyTitleSearchBoxLink"
"","23","orderMethodsCycleDepTest","Surefire suite","Sun Feb 09 10:34:30 GMT 2025","passed","Sun Feb 09 10:34:30 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Sun Feb 09 10:34:30 GMT 2025","passed","Sun Feb 09 10:34:30 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","2","orderMethodsForkUpDepTest","Surefire suite","Sun Feb 09 10:34:30 GMT 2025","passed","Sun Feb 09 10:34:30 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","0","orderMethodsOneGroupDepTest","Surefire suite","Sun Feb 09 10:34:30 GMT 2025","passed","Sun Feb 09 10:34:30 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
